description,manufacturer,price,F1_readable,F2_readable,F3_readable
10 Cup (Capacity) - 2 Speed - 500 W Motor,Hamilton Beach,44.99,Appliances,Small Kitchen Appliances,Food Processors & Baby Food Makers
1.50 quart,Hamilton Beach,39.99,Appliances,Small Kitchen Appliances,Blenders & Juicers
"594 sq. in. cooking surface; SmokeStation drawer; oversize temperature gauge; 53,000 BTUs propane; push/turn ignition system; wind-screen grill surface; porcelain-coated wire warming rack; side burner",Hamilton Beach,449.99,Connected Home & Housewares,Housewares,Outdoor Living
1.50 gal - Silver,Hamilton Beach,65.99,Appliances,Small Kitchen Appliances,"Slow Cookers, Crock Pots & Roaster Ovens"
12 Cup(s),Proctor Silex,19.99,Appliances,Small Kitchen Appliances,"Coffee, Tea & Espresso"
Toast - Red,Hamilton Beach,24.99,Appliances,Small Kitchen Appliances,Toasters
LENMAR Lithium-Ion Battery: Designed for use with select GoPro HD HERO3 cameras; 3.7V; 1000 mAh capacity; NoMem technology,Lenmar,19.99,Cameras & Camcorders,Camcorder Accessories,Action Camcorder Accessories
Capacitive touch-screen display8MP rear-facing camera with dual-LED flashSimultaneous high-definition video and image recording1.2MP front-facing camera,Apple,479.99,Cell Phones,Unlocked Cell Phones,All Unlocked Cell Phones
Compatible with most Bluetooth-enabled Apple iPhone and Android 4.3 or later smartphones; police-grade Xtend fuel-cell sensor technology; ZeroLine technology; BACtrack app,BACtrack,99.99,Car Electronics & GPS,Car Safety & Convenience,Breathalyzers
Compatible with Asus Zenwatch smart watches; scratch-resistant design; supports touch-screen interaction,ZAGG,19.99,Cell Phones,Cell Phone Accessories,Smartwatches & Accessories
BluetoothRechargeable batteryCharges portable devicesCompact designAuxiliary input,Lyrix,29.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryWater-resistantCharges portable devicesCompact design,Lyrix,14.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryWater-resistantCharges portable devicesCompact design,Lyrix,14.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryCharges portable devicesCompact designAuxiliary input,Lyrix,29.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryWater-resistantCharges portable devicesCompact design,Lyrix,14.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryCharges portable devicesCompact designAuxiliary input,Lyrix,29.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryCharges portable devicesCompact designAuxiliary input,Lyrix,29.99,Audio,Bluetooth & Wireless Speakers,
BluetoothRechargeable batteryCharges portable devicesCompact designAuxiliary input,Lyrix,29.99,Audio,Bluetooth & Wireless Speakers,
Bluetooth interfaceRechargeable batteryWater-resistant,Lyrix,14.99,Audio,Bluetooth & Wireless Speakers,
Become immortal,2K,9.99,Video Games,Pre-Owned Games,
Enjoy all of the heart-pounding action from the original with additional content and modes,Capcom,19.99,Video Games,PlayStation 4,PS4 Games
Compatible with select Canon printers,Canon,66.49,Connected Home & Housewares,Office & School Supplies,Printer Ink & Toner
Compatible with FitBit Flex activity trackers; polyelastomer material; stainless-steel clasp; small size; includes 3 bands,Fitbit,29.99,"Health, Fitness & Beauty",Health & Fitness Accessories,Activity Tracker Accessories
Compatible with FitBit Flex activity trackers; polyelastomer material; stainless-steel clasp; large size; includes 3 bands,Fitbit,29.99,"Health, Fitness & Beauty",Health & Fitness Accessories,Activity Tracker Accessories
Compatible with FitBit Flex activity trackers; polyelastomer material; stainless-steel clasp; large size; includes 3 bands,Fitbit,29.99,"Health, Fitness & Beauty",Health & Fitness Accessories,Activity Tracker Accessories
Ionic antifrizz conditioning; 30-second instant heat; LCD temperature control; heats up to 400&#176;; titanium-coated ceramic barrel; ceramic heater; auto shutoff; swivel cord,John Frieda,32.99,"Health, Fitness & Beauty",Personal Care & Beauty,Hair Care
Compatible with FitBit Flex activity trackers; polyelastomer material; stainless-steel clasp; small size; includes 3 bands,Fitbit,29.99,"Health, Fitness & Beauty",Health & Fitness Accessories,Activity Tracker Accessories
"3.2"" backlit color display; calculator, graphing, geometry, list, spreadsheet, data, statistics, notes and vernier dataquest functions; built-in CAS (computer algebra system); USB port",Texas Instruments,199.99,Connected Home & Housewares,Office Electronics,Calculators
Download games for your Leapster Explorer or LeapPad Explorer learning system,LeapFrog,20.0,"Toys, Games & Drones",Learning & Education,Interactive Learning Systems
"ENERGY STAR Certified
Digital temperature controls; Twin Cooling Plus System; 5 spill-proof, tempered-glass shelves; FlexZone drawer with 4 settings; 6 door bins; Ice Master icemaker",Samsung,3299.99,Appliances,Refrigerators,All Refrigerators
Immerse yourself in the latest chapter from the renowned fighting franchise,Capcom,59.99,Video Games,PlayStation 4,PS4 Games
Take down your opponents in immersive anime-rendered fights,Bandai Namco Games,59.99,Video Games,Xbox One,Xbox One Games
Take down your opponents in immersive anime-rendered fights,Bandai Namco Games,59.99,Video Games,PlayStation 4,PS4 Games
Vibration-suppression housing; Balanced Armature full-range and 9mm dynamic drivers; includes 4 sizes of noise-isolation earbuds and 3 sizes of hybrid silicone earbuds,Sony,149.99,Audio,Headphones,Earbud & In-Ear Headphones
"Only at Best Buy
Gain the upper hand on the virtual battlefield with improved accuracy",KontrolFreek,24.99,Video Games,Xbox One,Xbox One Accessories
"2 x 10"" Speaker",American Audio,489.99,Audio,Home Audio,Receivers & Amplifiers
METRA Turbo Wire Aftermarket Radio Amp Integration Harness for Select Audi and Volkswagen Vehicles: Compatible with select 1988-2007 Audi and 1980 and later Volkswagen vehicles; allows connection of an aftermarket radio to your vehicle's harness,Metra,16.99,Car Electronics & GPS,Car Installation Parts & Accessories,Car Audio Installation Parts
"Adjustable Display Angle - 1920 x 1080 - 16.7 Million Colors - 250 Nit - 3,000:1 - Full HD - DVI - HDMI - VGA - 28 W - White - TCO Certified Displays 6.0, T&#191;V Rheinland",BenQ,149.99,Computers & Tablets,Monitors,All Monitors
Be King of the off-road,Storm City Games,9.99,Video Games,Pre-Owned Games,
PSB SPEAKERS M4U 1 Over-the-Ear Headphones: RoomFeel technology; sound isolating; 40mm drivers; neodymium magnets; microphone and audio control functions; dual input connections; leatherette-covered foam ear pads,PSB Speakers,299.99,Audio,Headphones,Over-Ear & On-Ear Headphones
PSB SPEAKERS M4U 1 Over-the-Ear Headphones: RoomFeel technology; sound isolating; 40mm drivers; neodymium magnets; microphone and audio control functions; dual input connections; leatherette-covered foam ear pads,PSB Speakers,299.99,Audio,Headphones,Over-Ear & On-Ear Headphones
"PSB SPEAKERS M4U 2 Over-the-Ear Headphones: Room Feel technology; ANC (active noise cancellation); 40mm drivers; neodymium magnets; 3 operational modes; audio control, microphone and stereo monitor functions",PSB Speakers,399.99,Audio,Headphones,All Headphones
"PSB 5-1/4"" 100W Powered Subwoofer: 100W dynamic peak power (50W continuous); filter pole shifting; polypropylene cone; elliptical surround; auto on/off; 2 RCA L/R inputs",PSB Speakers,249.99,Audio,Home Audio,Speakers
PSB SPEAKERS M4U 1 Over-the-Ear Headphones: RoomFeel technology; sound isolating; 40mm drivers; neodymium magnets; microphone and audio control functions; dual input connections; leatherette-covered foam ear pads,PSB Speakers,299.99,Audio,Headphones,All Headphones
"PSB SPEAKERS Alpha PS1 2-Way Desktop Speakers (2-Piece): Compatible with most game consoles and smart devices; 2 x 40W dynamic peak amplifier power; 0.75"" tweeters and 3.5"" woofers; 3.5mm auxiliary and stereo RCA inputs",PSB Speakers,299.99,Computers & Tablets,Computer Accessories & Peripherals,Computer Speakers
"RAZOR E200S Electric Scooter: High-torque, chain-driven motor; two 12V rechargeable sealed lead-acid batteries; reaches speeds up to 12 mph; twist-grip acceleration control; steel frame and fork; 154-lb. weight capacity; ages 13 and up",Razor,249.99,"Toys, Games & Drones",Rideables & Outdoor Play,Scooters & Casterboards
"WINEGARD FlatWave Nonamplified Indoor HDTV Antenna: Compatible with most HDTVs with a coaxial interface; high VHF/UHF reception; up to a 35-mile range; silver elements; thin, reversible design; 15' mini 59 coaxial cable",Winegard,34.99,TV & Home Theater,TV & Home Theater Accessories,TV Antennas
"Upto 60 Mile Range - VHF, UHF - Television, Outdoor - USB - Roof-mountable",Winegard,99.99,TV & Home Theater,TV & Home Theater Accessories,TV Antennas
WINEGARD Boost Ultralow Noise TV Antenna Amplifier: Compatible with most nonamplified/passive TV antennas; Clear Circuit Technology; 1dB typical noise; LED indicator; USB power supply,Winegard,39.99,TV & Home Theater,TV & Home Theater Accessories,TV Antennas
"WINEGARD FlatWave Amplified Indoor HDTV Antenna: Compatible with most HDTVs with a USB port; Clear Circuit Technology; embedded, low-noise amp; LED indicator; USB power supply",Winegard,59.99,TV & Home Theater,TV & Home Theater Accessories,TV Antennas
WINEGARD Boost XT Digital HDTV Preamplifier: Compatible with most nonamplified/passive TV antennas; TwinAmp technology; 1dB ultralow noise,Winegard,49.99,TV & Home Theater,TV & Home Theater Accessories,TV Antennas
Show off your ultimate fighting skills,Bandai Namco Games,19.99,Video Games,PlayStation 4,PS4 Games
"Compatible with most ink jet printers; 8.5"" x 11""; 100 sheets of paper; high-quality ink jet coating",Epson,14.99,Connected Home & Housewares,Paper,Multipurpose Paper
"4 x Digital Video Recorder, Camera - H.264 Formats - 500 GB Hard Drive",Swann,399.99,Connected Home & Housewares,Connected Home,Security Cameras & Surveillance
"Set off on fast-paced, action-packed, alien-switching adventure",D3Publisher,9.99,Video Games,Pre-Owned Games,
"Plunder, pillage and pirate your way to victory",Ubisoft,9.99,Video Games,Pre-Owned Games,
Compatible with Apple iPhone 6; antibacterial powder; polypropylene material; nonslip grip; raised camera ring; play-through design,Native Union,24.99,Cell Phones,Cell Phone Accessories,iPhone Accessories
Compatible with Apple iPhone 6 Plus; antibacterial powder; polypropylene material; raised camera ring; nonslip grip; play-through design; ultralight and ultraslim,Native Union,24.99,Cell Phones,Cell Phone Accessories,iPhone Accessories
Compatible with Apple iPhone 6; antibacterial powder; polypropylene material; nonslip grip; raised camera ring; play-through design,Native Union,24.99,Cell Phones,Cell Phone Accessories,iPhone Accessories
Compatible with Apple iPhone 6 Plus; antibacterial powder; polypropylene material; raised camera ring; nonslip grip; play-through design; ultralight and ultraslim,Native Union,24.99,Cell Phones,Cell Phone Accessories,iPhone Accessories
Step on the hardwood like never before,EA,9.99,Video Games,Pre-Owned Games,
"Adds 100' to the range of any remote; no line-of-sight limits &#8212; send signals through walls, ceilings and floors",Recoton,53.99,TV & Home Theater,TV & Home Theater Accessories,Remote Controls
Join Luffy and the Straw Hat Crew on their biggest adventure yet,Bandai Namco Games,29.99,Video Games,PlayStation 4,PS4 Games
Watch as an unlikely hero surpasses his size to save the world,Sony,14.99,Video Games,Pre-Owned Games,
Take on the alien threat in a fresh gameplay experience,2K,9.99,Video Games,Pre-Owned Games,
Set off on a thrilling journey as Nathan Drake,Sony,59.99,Video Games,PlayStation 4,PS4 Games
Become the ultimate blader champion,Rising Star Games,9.99,Video Games,Pre-Owned Games,
Blast to the edge of the galaxy with Ratchet & Clank,Sony,9.99,Video Games,Pre-Owned Games,
Do you have what it takes to face off against soccer's most talented players?,EA,9.99,Video Games,Pre-Owned Games,
Your favorite cell phone app gets a Star Wars makeover,Activision,19.99,Video Games,Pre-Owned Games,
Dive into the Marvel universe and save the world,WB Games,14.99,Video Games,Pre-Owned Games,
Fight in massive-scale battles as one of many DC Comics heroes and villains,WB Games,14.99,Video Games,Pre-Owned Games,
"Evade or pursue, all in high-speed, action-packed gameplay",EA,14.99,Video Games,Pre-Owned Games,
"Set off on fast-paced, action-packed, alien-switching adventure",D3Publisher,9.99,Video Games,Pre-Owned Games,
Show your friends your moves and get the party started,Ubisoft,9.99,Video Games,Pre-Owned Games,
"Harness the ultimate football experience, brought to you with 25 years of expertise",EA,9.99,Video Games,Pre-Owned Games,
Harness the power of the Force to annihilate the Pig Star,Activision,9.99,Video Games,Pre-Owned Games,
"Plunder, pillage and pirate your way to victory",Ubisoft,14.99,Video Games,Pre-Owned Games,
Dive into the mind of Adam Jensen with your GamePad as the powerful neural hub,Square Enix,29.99,Video Games,Pre-Owned Games,
Harness the power of the Force to annihilate the Pig Star,Activision,19.99,Video Games,Pre-Owned Games,
"Preserve the peace, no matter what it takes",Guerilla Games,9.99,Video Games,Pre-Owned Games,
Save the world from a deadly threat with an array of awe-inspiring moves,Sega,19.99,Video Games,Pre-Owned Games,
Enjoy the best basketball gaming experience for legions of sports fans and gamers,2K,9.99,Video Games,Pre-Owned Games,
Take on the alien threat in a fresh gameplay experience,2K,9.99,Video Games,Pre-Owned Games,
"Get ready to defend your country in epic battles fought on land, sky or sea",EA,14.99,Video Games,Pre-Owned Games,
Save the world from a deadly threat with an array of awe-inspiring moves,Sega,19.99,Video Games,Pre-Owned Games,
"USB 3.0/2.0 interface; metal construction; Seagate Dashboard; Protect, Save and Share features; NTFS driver for Mac; data transfer rates up to 4.8 Gbps via USB 3.0",Seagate,129.99,Computers & Tablets,Computer Accessories & Peripherals,Hard Drives & Storage
Join Barbie and friends behind the fantastic pink doors of the Dreamhouse,Little Orbit,14.99,Video Games,Pre-Owned Games,
NAD PP 4 Digital Phono/USB Preamplifier: Allows you to digitize MM (moving magnet) and MC (moving coil) inputs; vinyl and cassette tapes; recording level control; VinylStudio Lite software; gold-plated sockets; LED indicator,NAD,199.99,Audio,Home Audio,Receivers & Amplifiers
NAD VISO HP20 Earbud Headphones: RoomFeel technology; sound isolating; 40mm drivers; neodymium magnets; Apple 3-button remote and microphone; alloy construction,NAD,169.99,Audio,Headphones,Earbud & In-Ear Headphones
NAD D1050 USB DAC: Supports coaxial and optical connectors; adds computer audio and HD Digital to a hi-fi system; USB input; balanced XLR and single-ended outputs,NAD,499.99,Audio,Home Audio,Receivers & Amplifiers
NAD VISO HP50 Over-the-Ear Headphones: RoomFeel technology; sound isolating; 40mm drivers; neodymium magnets; Apple 3-button remote with microphone; detachable cord with left and right inputs,NAD,299.99,Audio,Headphones,Over-Ear & On-Ear Headphones
